,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
34931,H,302.6965557175851,312.355175256586,1358,54.70345409681899,16
34932,L,300.6113788320642,310.7283409388018,1467,40.235749924580084,82
34933,H,301.08354637348003,310.24177318674003,1593,33.12632580243194,50
34934,L,302.5243467044067,311.9486934088133,1352,53.68636401155103,182
34935,L,299.1147180104539,309.60136492951005,1406,52.418812798984106,69
34936,L,298.3466871671851,309.2138234348756,1423,43.65852969537316,151
34937,H,299.26515037359155,308.60634801042926,1599,31.903353918335046,176
34938,L,300.8267596821481,310.0430412312918,1681,27.990703872859232,119
34939,H,301.5577003533012,310.4788501766506,1601,32.36767943471813,5
34940,L,301.1473324449599,310.41490563615343,1679,28.118932977983945,130
34941,L,299.71206746739864,309.4327595195608,1596,33.75174750858174,167
34942,L,301.58380113267674,311.2192943149865,1523,35.169366477887216,206
34943,L,299.88186855072274,309.3308788695664,1635,31.102850608725884,136
34944,H,302.8180083068696,312.37701246030446,1346,55.96340239428178,44
34945,H,301.5163806427299,310.96477972095516,1657,29.319211061297185,176
34946,L,302.46930224182813,311.9483906005206,1668,28.64772089673124,175
34947,L,302.15762793462653,311.7166108766763,1653,29.702710014846595,181
34948,L,301.6504609587543,311.42703409295547,1487,38.46214422557451,67
34949,L,302.6,312.1,1646,29.491292400237516,184
34950,H,300.82007747632696,311.01937718653784,1371,51.96824852481555,54
34951,L,301.3437062808408,311.0327797106306,1382,58.11009613615613,59
34952,H,299.21692964265657,308.92539446398484,1587,34.09540868974077,181
34953,L,297.36694448218486,308.52581198903687,1400,47.44438044929541,121
34954,H,301.15327425103675,310.9279468259331,1405,57.183407186204064,15
34955,L,297.9818588409993,308.94267124138133,1382,48.77431319732556,139
34956,H,300.6139397496824,310.0069698748412,1586,33.877696400508164,94
34957,L,299.84581531711444,309.7130399414992,1578,34.942818614540606,188
34958,L,302.51959801847016,311.93919603694036,1343,54.85928943786648,180
34959,L,297.19119430047914,308.5024410240368,1401,46.41687008533639,126
34960,L,297.13635996534225,308.39169032152324,1401,46.167247645364085,130
34961,L,298.46741138438864,309.203022390393,1403,50.57647855556768,88
34962,H,302.8076713978986,312.2230141936958,1497,37.91920861124219,48
34963,H,301.0537896108081,311.13724545405717,1527,38.85452467030258,19
34964,L,302.5269742465874,311.9539484931747,1358,53.037361092917955,183
34965,L,299.7488006394597,309.4107196163242,1604,33.17871002442867,161
34966,L,301.54808656750777,311.2116472901377,1445,50.336937938072,28
34967,L,302.6,312.1,1500,34.93148951038502,214
34968,H,302.3699054251814,312.0229148826633,1371,55.66261821852321,13
34969,H,301.18705719361185,311.99838214920146,1461,43.3550069271497,44
34970,H,302.5208095020118,311.93121425301763,1308,59.4554883513616,163
34971,L,297.4432195509172,308.57275049287216,1400,47.66147102953359,118
34972,L,302.5003918374951,311.9007836749902,1306,59.603216138708,172
34973,H,302.89865170264915,312.4996764086358,1357,54.995523652795285,12
34974,H,301.7334148131701,311.6695495280194,1365,53.299553795468306,35
34975,L,300.2398309557994,310.0545201616928,1590,34.049716500188076,187
34976,H,300.5805478494237,309.9902739247118,1585,33.93112344092217,97
34977,H,301.15016770726356,312.08004024974326,1413,49.19055678811515,32
34978,L,297.847079992991,308.8748042809582,1414,44.67558715712549,144
34979,L,300.45402421653944,310.24015432100083,1549,35.35766263057677,196
34980,H,302.051165466315,311.1391510772795,1567,33.87907913210238,20
34981,L,302.57563100969804,312.05126201939606,1451,41.01914060458674,204
34982,L,299.9681398389673,310.2427824400513,1348,53.57750179241193,153
34983,L,302.5520523950225,311.9907942083002,1513,36.422516373444516,62
34984,L,299.6090145044795,309.49459129731235,1572,35.35937373012048,187
34985,H,298.5739647052079,307.8534982693011,1632,30.752070589584186,158
34986,L,302.54104987136975,311.9820997427395,1385,49.56068177167473,189
34987,H,300.8665964585245,310.78016849954116,1413,56.7784835041294,17
34988,L,300.68779255637236,310.44275354885605,1544,35.31870124060461,198
34989,L,300.0009129499378,309.2594522300373,1663,29.245757980970982,113
34990,H,299.19283681065775,308.39956189175683,1654,29.514326378684537,132
34991,L,299.9191669584025,309.3084998249585,1644,30.520995448921333,128
34992,H,302.62899906820843,312.43495977637,1365,54.10027690645203,15
34993,L,299.9722009334414,309.8225741423159,1582,34.656344550866194,187
34994,L,302.6,312.1,1631,30.06609181712421,187
34995,H,302.5672472390391,312.00087085855864,1314,58.90984494129069,145
34996,H,301.629425353303,312.0536781691629,1474,41.47494224846214,46
34997,H,302.6949499231685,312.1924248847527,1330,57.40933840277015,94
34998,H,302.83749084473135,312.31247253419406,1452,43.43580627529922,37
34999,L,299.76143931802625,309.6399140756227,1566,35.473093446995634,190
35000,L,299.88988572088124,309.3260685674712,1637,30.977782754252658,134
35001,L,299.87010863338935,309.3379348199664,1633,31.286305319126775,138
35002,L,300.2258073323367,309.3459365055105,1686,27.75032293293466,99
35003,L,297.24533915647027,308.4509779424433,1399,47.098272983800065,124
35004,H,299.22432588183784,308.54306056097056,1604,32.11167267316466,144
35005,L,300.18767108356775,309.29741231507523,1681,27.985742790887386,93
35006,L,302.57433528955704,312.048670579114,1449,41.3391834794207,203
35007,H,299.2853430272193,308.4746751488169,1619,31.432003635207245,120
35008,H,301.39591564835257,310.3231268952389,1613,31.67414132161444,14
35009,L,302.19019725198825,311.62462881230636,1671,28.53607890079528,166
35010,H,298.6631362592384,307.93217905226913,1635,30.57372748152322,155
35011,H,302.6204702347989,312.0807053521984,1321,58.28447474111242,123
35012,H,302.35102310083863,311.7016369613418,1651,29.59631683698091,135
35013,L,301.9043086422831,311.45323148171235,1345,58.880924383139295,113
35014,H,301.4093275317799,311.1583947786019,1397,56.8633405852751,14
35015,L,299.2687834250546,308.4665736103423,1657,29.362433149890737,129
35016,H,299.09259339830294,308.311111822032,1650,29.71481320339407,137
35017,H,301.5838833889352,310.51880271290895,1599,32.4933993327777,2
35018,L,302.19240507429475,311.6986651395384,1311,58.9561795432946,169
35019,L,302.62843627527747,312.1142181376388,1500,35.21327206458103,191
35020,H,302.5883272259392,312.2781312455839,1359,54.54569731238602,18
35021,L,300.7224764150529,310.47281289304584,1543,35.312920597491186,198
35022,H,301.53458886710354,310.5763129883792,1593,33.08493359475756,4
35023,H,301.22712052524776,310.99440847272297,1403,57.091099343440305,15
35024,H,302.21432635681833,311.3702956721593,1554,34.4501422488641,27
35025,L,298.844670264132,309.4351817010043,1405,51.65021536714497,77
35026,L,301.2847835231366,310.96014572005174,1625,31.68115734755708,183
35027,H,302.14129121675694,311.9,1328,57.47942181801926,149
35028,L,302.6,312.1,1532,33.754551090378726,208
35029,L,298.0839788977682,309.4477423623428,1411,46.4956451968619,102
35030,L,301.58374103955464,310.92113960588335,1675,28.29349641582185,145
35031,L,300.41517666391036,309.4731531087223,1669,28.666541769324986,75
35032,L,301.94854232805375,311.6579394368936,1487,36.32618168931918,205
35033,L,302.5970116886419,312.0940233772837,1493,35.738112905464725,213
35034,H,298.4923236222004,307.7967199851623,1626,31.047243644456906,166
35035,H,301.7713291024113,311.2318685834785,1524,34.23051988081048,205
35036,L,298.2505926175074,309.19025237178494,1390,48.22289771365481,106
35037,L,298.0105279870733,309.36997080984236,1410,46.48916423415353,104
35038,H,300.56275193920874,311.71012273758976,1460,44.74697672949469,35
35039,H,302.1941798419186,311.9,1325,57.8068275928295,152
35040,L,302.22512007275066,311.7461474258558,1479,42.85393603801896,41
35041,H,301.09978768256195,310.5283490007792,1544,33.60694570523608,197
35042,L,301.9482370227542,311.5351387530536,1646,30.17732941509057,181
35043,L,302.6812142275583,312.1062217585986,1502,37.8128953796188,49
35044,H,301.5161452734668,311.2545307461201,1395,56.72981840816648,14
35045,L,297.5298952242749,308.8610655315852,1405,46.446755460965434,117
35046,H,300.7782786916173,310.9921311401185,1418,54.87081973893356,22
35047,L,302.76843874617464,312.18421937308733,1507,36.26329059630967,77
35048,H,302.87906939241657,312.4372081772497,1388,51.12783759706714,20
35049,L,302.3824330491366,311.91144197591836,1660,29.193151755290472,180
35050,L,298.63195970276763,309.3681918054479,1371,50.34637528123807,143
35051,L,302.68050527109807,312.140252635549,1503,35.603789533235215,149
35052,L,299.83987984236234,309.70789586338066,1577,34.956272357312145,188
35053,H,300.8196939146876,311.4103570995311,1495,41.66367302374873,27
35054,H,298.779759706725,308.0978435022833,1629,30.882994453300014,167
35055,H,302.80521434327466,312.21564302982387,1501,37.46465350580728,49
35056,H,300.7726167563512,309.7760396618073,1608,31.989731283631702,44
35057,L,301.54070373177194,311.2058187356094,1444,50.418537701468,28
35058,L,298.36768540652406,309.7481374892607,1414,46.52067812410506,95
35059,H,300.52806074101073,311.93073457784254,1433,47.125161660155804,39
35060,H,301.0041814933233,311.1951215911228,1520,39.44982208012071,21
35061,L,297.69058355002164,308.7686102660861,1411,44.99416920174167,142
35062,H,300.6995148366558,311.181164392026,1422,53.1695204717658,26
35063,L,301.5478706360238,311.1881545512206,1523,35.175354893996044,205
35064,L,297.7723437163499,309.1177756996646,1407,46.46814797497205,111
35065,L,302.1701456372248,311.6685603814084,1521,36.30317051163273,78
35066,H,298.5840954588669,307.97614318830034,1617,31.77501668251199,169
35067,H,300.8398614248551,311.38682833766904,1498,41.42166290173914,26
35068,H,300.58667658051587,311.4519762067618,1428,50.732214139143785,31
35069,L,301.1422567102977,310.88169253272326,1395,57.83310297665939,39
35070,L,300.20463948484644,310.02402088686694,1555,35.39922675252559,194
35071,H,302.3144566566708,311.9730109910038,1373,55.73192917916144,13
35072,H,302.57154185644356,311.876350963295,1526,35.700396497552454,42
35073,H,298.84006629031256,308.36009943546884,1605,32.713576397812716,174
35074,L,301.0692880397704,310.8269660298278,1400,57.732771054684335,32
35075,H,300.7141032985465,311.14615208348835,1421,53.48463124860488,25
35076,H,301.45435369054167,310.66992069436805,1582,34.04775571350012,6
35077,L,299.64501066040026,309.53797774471275,1569,35.514065831375085,187
35078,L,299.7096589626561,309.43420462240636,1595,33.789320182565326,168
35079,H,300.8682862595008,311.3536660305824,1501,41.08056488599047,25
35080,L,299.4864727995518,310.0700314844267,1381,50.024350182397555,81
35081,L,301.04185309405375,310.8063898205403,1402,57.6950480043239,29
35082,H,301.5147517990104,312.1675404317625,1401,50.40097597271465,28
35083,L,302.22080242176327,311.69060181632244,1324,59.3161033299245,144
35084,H,302.74851865776753,312.2727779866513,1337,56.77990577123145,72
35085,H,301.9745547036755,311.8412084331249,1363,53.65104583925581,30
35086,L,300.6673609520312,310.425046158427,1604,33.0806485087294,185
35087,L,301.72681096083454,311.087100714568,1674,28.350724384333798,150
35088,H,300.46658925715576,311.7401857828262,1434,48.13832795456432,37
35089,H,302.542410777015,311.96361616552247,1311,59.20167337007378,155
35090,L,299.96364737202504,309.07968885766917,1682,27.972705255949915,100
35091,L,301.9783294371076,311.55854290428863,1314,58.43850572973302,168
35092,L,298.7779085923439,309.39409759528854,1404,51.460201378209575,79
35093,H,301.6582418933606,311.0322928454824,1539,35.09875141457892,81
35094,L,298.36120966728873,309.22367798851735,1423,43.628966034447956,152
35095,L,299.16306088916497,309.71582167290796,1362,51.63067451379895,147
35096,H,299.1005068077714,308.4338642748082,1604,31.75047060721633,174
35097,H,299.250833673445,308.59134956265666,1600,31.89005983962751,175
35098,H,300.76005566675747,311.03586639978204,1419,54.477202401961414,22
35099,L,300.3153394288726,309.4497937374922,1685,27.786135771549034,102
35100,H,299.18847670194646,308.39571473701153,1654,29.523046596107122,133
35101,H,302.1346474610042,311.9,1328,57.43829380621656,149
35102,L,300.7101285440074,310.8175872262907,1465,38.847238321127875,186
35103,H,298.47594058726384,307.779556805705,1626,31.056605378706358,166
35104,L,300.70049480261616,309.72042882893396,1652,29.541517394689485,57
35105,L,301.24963076346864,310.92967999500615,1623,31.760836936137768,184
35106,L,299.7902087035865,309.38587477784813,1614,32.53274422405128,153
35107,L,301.7587258628218,311.1241220008733,1674,28.36349034512871,151
35108,H,301.403549575723,310.72919216165656,1575,34.65740509132458,8
35109,H,301.33092581455145,311.0878332330963,1400,56.961342731810674,15
35110,L,302.6,312.1,1519,34.240964518637654,210
35111,H,302.8148462828102,312.24453884843064,1486,39.246562319888376,46
35112,H,302.1711130887254,311.9,1326,57.66403340639555,151
35113,L,300.16309979665954,309.27319576412503,1686,27.725239918663803,97
35114,L,302.2480611670378,311.71104587527833,1322,59.353584104677005,147
35115,H,299.9551719747486,310.40368174473633,1377,50.707538810650554,71
35116,H,298.4780300153275,307.78174573034306,1626,31.055411419812863,166
35117,L,301.0558027665728,310.8168520749296,1401,57.71422880403761,31
35118,L,298.1819564685829,309.02735782682026,1402,49.764029949043625,96
35119,H,301.1597287284147,311.9,1390,51.403082604472054,88
35120,H,301.2750171711829,312.1100041210839,1409,49.605057008327385,30
35121,H,302.29916471831933,311.7848392287155,1664,28.8719058752461,178
35122,L,302.139056515022,311.66374608255984,1312,58.82717302723503,169
35123,L,302.5549411832061,312.00988236641217,1412,46.129527748094176,195
35124,H,300.48611097763114,310.7816383230595,1374,51.48144989959798,61
35125,L,299.0141768820921,309.6543603172688,1437,42.962008425394515,104
35126,L,297.99709827099406,308.91359893599633,1402,49.237895078983136,102
35127,L,299.0415719941112,309.6853524245755,1435,42.243942726273545,162
35128,H,300.8218402648325,310.887583364402,1416,55.811749720381755,19
35129,H,300.8873569224254,312.0169656613821,1422,48.31802498245233,35
35130,L,300.2247846039761,310.2844828332161,1409,55.57823310362432,36
35131,L,299.8813277114514,309.3312033731292,1635,31.11128770135861,136
35132,H,302.5146250134329,311.7957187690299,1531,35.50118754701514,40
35133,H,302.7854429465054,312.3281644197581,1342,56.34604537856168,57
35134,L,300.22253448615464,310.0395298880007,1590,34.08892183138282,187
35135,L,300.9797992434116,310.6642056116285,1543,35.93118726356613,129
35136,L,302.2883570444881,311.7412677833661,1320,59.40899093617121,151
35137,H,300.9185394841623,311.2950372684773,1508,40.47752619005222,24
35138,H,298.54031876506207,307.8470006110174,1627,31.01981784853596,166
35139,H,300.6738924499491,311.24265812012203,1423,52.61607691890145,27
35140,H,299.42865723599857,309.2429858539978,1577,34.87174319866131,185
35141,L,301.5230954881243,311.1673216160932,1370,58.35675629617088,76
35142,L,302.7903404812781,312.1951702406391,1508,36.42755360958581,59
35143,H,300.5598604246699,311.5163349807922,1429,50.15298517287043,33
35144,L,302.5493865037474,312.0021472398006,1496,39.26993864279168,47
35145,H,302.5150016360365,312.16437520450455,1500,37.71124304684473,50
35146,H,301.17977617080163,310.9902611340647,1544,37.342685950380236,15
35147,H,302.8916742341949,312.4750227025848,1369,53.45973332606331,15
35148,L,298.0742241542806,308.9610610180188,1402,49.457407208337116,100
35149,L,302.6623024598028,312.13115122990143,1502,35.467268448520976,164
35150,H,300.8558604100591,311.9,1409,49.521993014651564,69
35151,L,300.92796454478133,310.65090260547714,1613,32.489947031829054,185
35152,L,301.0558002270279,310.76169353009084,1535,35.25736662882869,201
